pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P02705,Kartika Aditya,Jakarta Selatan,2025-01-20,Reguler
P02706,Hana Lestari,Makassar,2025-02-08,Reguler
P02707,Farah Maulana,Depok,2024-11-04,Member
P02708,Irfan Ramadhan,Bandung,2025-06-11,Reguler
P02709,Fajar Permana,Semarang,2024-07-17,Member
P02710,Zaki Kusuma,Denpasar,2023-08-21,Member
P02711,Naufal Kusuma,Bekasi,2023-11-16,Member
P02712,Kirana Pratama,Semarang,2024-11-29,Reguler
P02713,Joko Setiawan,Bandung,2024-01-26,Reguler
P02714,Farah Permana,Jakarta Selatan,2023-12-04,Premium
P02715,Tono Gunawan,Jakarta Selatan,2023-07-21,Member
P02716,Kirana Lestari,Jakarta Selatan,2025-09-06,Reguler
P02717,Irfan Firmansyah,Jakarta Selatan,2024-08-08,Member
P02718,Tono Permana,Jakarta Selatan,2024-01-01,Reguler
P02719,Indra Wijaya,Depok,2024-11-01,Member
P02720,Eka Wijaya,Denpasar,2023-10-14,Premium
P02721,Okta Wijaya,Bandung,2024-09-11,Member
P02722,Galih Setiawan,Jakarta Selatan,2025-04-05,Reguler
P02723,Vina Setiawan,Jakarta Selatan,2024-06-02,Member
P02724,Kartika Aditya,Bandung,2025-03-23,Reguler
P02725,Fajar Puspita,Yogyakarta,2024-09-04,Premium
P02726,Oki Halim,Surabaya,2025-08-28,Premium
P02727,Okta Anggraini,Tangerang Selatan,2024-10-16,Member
P02728,Okta Anggraini,Jakarta Selatan,2024-12-25,Member
P02729,Putri Gunawan,Bekasi,2023-12-30,Reguler
P02730,Yanti Rahayu,Jakarta Selatan,2024-02-01,Reguler
P02731,Gita Anggraini,Jakarta Selatan,2025-06-26,Reguler
P02732,Hana Permana,Depok,2023-07-16,Member
P02733,Okta Firmansyah,Bekasi,2023-09-14,Member
P02734,Irfan Permana,Jakarta Barat,2024-10-08,Reguler
P02735,Joko Kusuma,Depok,2025-01-08,Reguler
P02736,Galih Setiawan,Surabaya,2023-02-10,Member
P02737,Joko Wijaya,Tangerang Selatan,2023-01-13,Member
P02738,Maya Nugroho,Jakarta Selatan,2023-05-07,Reguler
P02739,Budi Firmansyah,Bekasi,2023-10-19,Reguler
P02740,Sari Saputra,Bandung,2024-07-14,Premium
P02741,Fajar Hartono,Bandung,2023-02-27,Reguler
P02742,Okta Saputra,Makassar,2024-06-28,Member
P02743,Sari Anggraini,Surabaya,2025-06-09,Reguler
P02744,Kirana Hartono,Jakarta Selatan,2024-01-25,Premium
P02745,Gita Kusuma,Surabaya,2024-07-17,Reguler
P02746,Tono Gunawan,Surabaya,2024-12-30,Reguler
P02747,Kartika Ramadhan,Semarang,2023-04-15,Member
P02748,Kirana Ramadhan,Jakarta Barat,2024-02-23,Reguler
P02749,Kartika Lestari,Denpasar,2025-09-06,Member
P02750,Kirana Ramadhan,Tangerang Selatan,2023-06-01,Reguler
P02751,Nanda Kusuma,Malang,2024-06-17,Reguler
P02752,Oki Lestari,Tangerang Selatan,2024-09-04,Premium
P02753,Bayu Gunawan,Jakarta Barat,2023-03-23,Premium
P02754,Fajar Hartono,Depok,2023-10-20,Reguler
P02755,Hesti Wijaya,Jakarta Selatan,2024-04-24,Member
P02756,Kirana Anggraini,Jakarta Barat,2023-01-05,Member
P02757,Naufal Aditya,Yogyakarta,2023-02-04,Reguler
P02758,Sari Firmansyah,Semarang,2024-04-28,Reguler
P02759,Adi Maulana,Depok,2024-12-26,Reguler
P02760,Udin Maulana,Yogyakarta,2024-01-02,Reguler
P02761,Galih Kusuma,Yogyakarta,2023-05-06,Reguler
P02762,Budi Halim,Surabaya,2023-08-02,Reguler
P02763,Naufal Pratama,Bekasi,2024-01-27,Reguler
P02764,Gita Puspita,Bandung,2023-02-18,Reguler
P02765,Fajar Suryani,Bandung,2024-12-08,Reguler
P02766,Irfan Setiawan,Bandung,2023-02-22,Premium
P02767,Dian Nugroho,Semarang,2025-09-19,Premium
P02768,Hana Suryani,Jakarta Selatan,2023-10-05,Reguler
P02769,Dian Santoso,Yogyakarta,2024-03-02,Premium
P02770,Kirana Aditya,Surabaya,2023-06-14,Reguler
P02771,Tono Lestari,Denpasar,2024-06-28,Reguler
P02772,Udin Anggraini,Bandung,2023-09-25,Reguler
P02773,Adi Gunawan,Jakarta Selatan,2023-08-31,Reguler
P02774,Hana Ramadhan,Denpasar,2023-04-11,Reguler
P02775,Dewi Puspita,Bekasi,2025-02-05,Reguler
P02776,Wahyu Firmansyah,Depok,2025-01-19,Member
P02777,Bayu Saputra,Bandung,2024-08-21,Reguler
P02778,Mila Setiawan,Semarang,2023-03-02,Reguler
P02779,Joko Permana,Bekasi,2023-08-12,Premium
P02780,Joko Aditya,Yogyakarta,2024-01-26,Reguler
P02781,Galih Nugroho,Depok,2024-12-18,Member
P02782,Mila Kusuma,Yogyakarta,2025-01-24,Member
P02783,Sari Lestari,Denpasar,2025-06-02,Reguler
P02784,Lestari Aditya,Semarang,2025-07-28,Member
P02785,Citra Anggraini,Tangerang Selatan,2024-12-18,Reguler
P02786,Farah Gunawan,Semarang,2024-12-08,Reguler
P02787,Yanti Permana,Tangerang Selatan,2023-03-30,Member
P02788,Udin Puspita,Makassar,2024-01-31,Reguler
P02789,Gita Gunawan,Depok,2023-06-02,Reguler
P02790,Indra Maulana,Semarang,2024-06-03,Member
P02791,Adi Permana,Tangerang Selatan,2024-04-20,Reguler
P02792,Kartika Permana,Yogyakarta,2023-04-08,Member
P02793,Jihan Anggraini,Bekasi,2024-04-17,Reguler
P02794,Tono Pratama,Semarang,2025-01-01,Reguler
P02795,Citra Rahayu,Bandung,2025-09-14,Reguler
P02796,Mila Suryani,Bekasi,2023-08-30,Member
P02797,Indra Gunawan,Jakarta Selatan,2024-03-18,Member
P02798,Adi Ramadhan,Jakarta Selatan,2023-10-21,Reguler
P02799,Udin Ramadhan,Makassar,2024-04-13,Reguler
P02800,Naufal Saputra,Depok,2024-08-27,Reguler
P02801,Irfan Maulana,Bekasi,2024-10-14,Reguler
P02802,Tono Ramadhan,Makassar,2025-02-15,Reguler
P02803,Irfan Firmansyah,Jakarta Selatan,2023-09-01,Premium
P02804,Citra Maulana,Malang,2023-10-05,Reguler
P02805,Naufal Gunawan,Makassar,2025-09-07,Premium
P02806,Adi Suryani,Makassar,2024-01-28,Member
P02807,Mila Saputra,Malang,2025-08-08,Reguler
P02808,Wahyu Rahayu,Semarang,2023-12-20,Reguler
P02809,Galih Hartono,Jakarta Barat,2024-07-19,Reguler
P02810,Gita Rahayu,Jakarta Selatan,2023-01-18,Reguler
P02811,Nanda Puspita,Malang,2024-11-09,Member
P02812,Mila Ramadhan,Bandung,2023-08-13,Member
P02813,Dewi Wijaya,Tangerang Selatan,2025-08-07,Reguler
P02814,Indra Lestari,Bandung,2025-05-14,Reguler
P02815,Hana Permana,Depok,2024-03-30,Premium
P02816,Hesti Hartono,Denpasar,2025-06-19,Reguler
P02817,Okta Anggraini,Bekasi,2023-06-09,Reguler
P02818,Citra Gunawan,Bandung,2025-04-01,Reguler
P02819,Putri Suryani,Yogyakarta,2025-01-01,Reguler
P02820,Naufal Lestari,Makassar,2025-07-28,Member
P02821,Bayu Permana,Tangerang Selatan,2025-01-16,Premium
P02822,Jihan Puspita,Denpasar,2024-12-29,Reguler
P02823,Irfan Aditya,Surabaya,2025-05-02,Reguler
P02824,Sari Nugroho,Makassar,2024-07-25,Reguler
P02825,Citra Puspita,Bandung,2025-03-23,Member
P02826,Rangga Santoso,Bekasi,2023-05-01,Reguler
P02827,Oki Setiawan,Jakarta Selatan,2023-03-01,Reguler
P02828,Udin Nugroho,Bekasi,2024-12-20,Member
P02829,Yanti Kusuma,Tangerang Selatan,2023-11-21,Premium
P02830,Fajar Setiawan,Jakarta Barat,2023-11-06,Premium
P02831,Udin Suryani,Jakarta Selatan,2025-02-04,Member
P02832,Galih Setiawan,Depok,2024-01-31,Reguler
P02833,Dewi Gunawan,Bekasi,2024-12-08,Reguler
P02834,Rangga Kusuma,Denpasar,2024-02-27,Member
P02835,Adi Puspita,Denpasar,2023-07-13,Reguler
P02836,Lestari Permana,Bekasi,2023-10-23,Member
P02837,Putri Kusuma,Yogyakarta,2023-01-16,Reguler
P02838,Bayu Firmansyah,Depok,2023-02-19,Reguler
P02839,Udin Permana,Surabaya,2023-05-30,Member
P02840,Eka Kusuma,Surabaya,2024-08-06,Member
P02841,Putri Ramadhan,Denpasar,2023-08-25,Member
P02842,Sari Anggraini,Tangerang Selatan,2024-01-23,Premium
P02843,Adi Setiawan,Denpasar,2025-06-13,Reguler
P02844,Jihan Firmansyah,Surabaya,2024-04-12,Member
P02845,Nanda Kusuma,Surabaya,2023-05-01,Member
P02846,Zaki Nugroho,Surabaya,2024-01-19,Member
P02847,Okta Pratama,Bandung,2025-04-16,Reguler
P02848,Dewi Pratama,Semarang,2025-08-12,Member
P02849,Nanda Hartono,Jakarta Selatan,2023-02-10,Reguler
P02850,Adi Ramadhan,Jakarta Barat,2023-12-29,Reguler
P02851,Nanda Santoso,Makassar,2024-04-07,Reguler
P02852,Nanda Aditya,Jakarta Selatan,2023-08-28,Premium
P02853,Kirana Wijaya,Surabaya,2023-11-11,Member
P02854,Hana Maulana,Jakarta Selatan,2025-04-22,Reguler
P02855,Joko Kusuma,Malang,2024-12-22,Reguler
P02856,Zaki Kusuma,Jakarta Barat,2025-09-14,Member
P02857,Irfan Setiawan,Jakarta Barat,2024-10-15,Member
P02858,Yanti Setiawan,Surabaya,2024-08-09,Reguler
P02859,Lestari Saputra,Bandung,2025-01-30,Reguler
P02860,Udin Pratama,Makassar,2024-06-01,Reguler
P02861,Maya Halim,Jakarta Barat,2023-04-25,Premium
P02862,Indra Maulana,Tangerang Selatan,2023-11-18,Reguler
P02863,Yanti Ramadhan,Bekasi,2024-03-28,Member
P02864,Tono Setiawan,Jakarta Barat,2024-11-18,Premium
P02865,Adi Ramadhan,Bekasi,2024-04-14,Premium
P02866,Tono Ramadhan,Jakarta Selatan,2025-03-22,Reguler
P02867,Mila Permana,Malang,2024-04-16,Reguler
P02868,Eka Kusuma,Bandung,2024-07-09,Reguler
P02869,Mila Suryani,Surabaya,2025-09-06,Reguler
P02870,Hana Anggraini,Makassar,2023-04-30,Reguler
P02871,Hana Kusuma,Bekasi,2023-01-10,Member
P02872,Lukman Wijaya,Bekasi,2023-11-03,Member
P02873,Oki Halim,Bandung,2025-01-28,Member
P02874,Zaki Kusuma,Surabaya,2023-07-06,Reguler
P02875,Naufal Kusuma,Jakarta Selatan,2025-07-26,Reguler
P02876,Tono Saputra,Bekasi,2024-03-28,Reguler
P02877,Udin Halim,Semarang,2025-03-23,Member
P02878,Lukman Suryani,Tangerang Selatan,2023-10-10,Premium
P02879,Oki Santoso,Jakarta Barat,2024-12-17,Reguler
P02880,Nanda Suryani,Jakarta Selatan,2025-06-20,Reguler
P02881,Eka Pratama,Jakarta Barat,2023-12-16,Reguler
P02882,Bayu Setiawan,Tangerang Selatan,2023-06-03,Member
P02883,Putri Firmansyah,Bekasi,2024-09-20,Member
P02884,Putri Puspita,Denpasar,2025-01-30,Premium
P02885,Putri Aditya,Tangerang Selatan,2025-08-21,Member
P02886,Yanti Halim,Tangerang Selatan,2023-05-25,Reguler
P02887,Joko Permana,Jakarta Selatan,2023-01-31,Reguler
P02888,Udin Pratama,Depok,2025-03-16,Member
P02889,Citra Gunawan,Bandung,2023-09-03,Member
P02890,Irfan Santoso,Surabaya,2025-03-19,Member
P02891,Hana Maulana,Bekasi,2025-07-23,Reguler
P02892,Budi Wijaya,Jakarta Barat,2023-11-09,Reguler
P02893,Adi Aditya,Bekasi,2023-09-02,Reguler
P02894,Fajar Hartono,Bekasi,2023-12-29,Reguler
P02895,Vina Santoso,Malang,2025-01-21,Reguler
P02896,Bayu Santoso,Jakarta Selatan,2024-05-20,Member
P02897,Tono Lestari,Semarang,2024-02-12,Reguler
P02898,Lestari Halim,Denpasar,2023-09-30,Reguler
P02899,Mila Santoso,Depok,2023-08-03,Member
P02900,Dian Pratama,Jakarta Selatan,2024-03-16,Reguler
P02901,Fajar Aditya,Depok,2024-12-23,Reguler
P02902,Udin Permana,Tangerang Selatan,2023-11-20,Member
P02903,Gita Firmansyah,Malang,2024-04-21,Member
P02904,Jihan Maulana,Denpasar,2024-03-11,Reguler
P02905,Adi Suryani,Surabaya,2024-09-08,Reguler
P02906,Jihan Santoso,Jakarta Barat,2024-11-27,Member
P02907,Joko Gunawan,Bekasi,2023-03-25,Reguler
P02908,Irfan Wijaya,Jakarta Selatan,2025-06-02,Reguler
P02909,Dewi Gunawan,Bandung,2024-04-17,Reguler
P02910,Dewi Gunawan,Surabaya,2024-03-22,Premium
P02911,Hana Santoso,Tangerang Selatan,2023-01-01,Reguler
P02912,Dian Ramadhan,Tangerang Selatan,2023-04-12,Member
P02913,Dian Maulana,Surabaya,2024-02-19,Reguler
P02914,Kartika Rahayu,Surabaya,2025-05-08,Member
P02915,Adi Permana,Tangerang Selatan,2025-04-30,Member
P02916,Lukman Santoso,Jakarta Selatan,2024-02-24,Reguler
P02917,Vina Saputra,Yogyakarta,2025-03-23,Reguler
P02918,Maya Hartono,Malang,2023-09-16,Premium
P02919,Citra Suryani,Bandung,2024-03-08,Member
P02920,Hana Maulana,Malang,2024-07-07,Reguler
P02921,Galih Puspita,Bandung,2023-10-18,Reguler
P02922,Putri Firmansyah,Yogyakarta,2023-02-08,Reguler
P02923,Adi Lestari,Surabaya,2025-08-12,Reguler
P02924,Kirana Halim,Bekasi,2025-04-21,Reguler
P02925,Eka Maulana,Surabaya,2024-03-19,Member
P02926,Bayu Hartono,Surabaya,2024-05-23,Reguler
P02927,Dewi Gunawan,Jakarta Selatan,2023-09-05,Reguler
P02928,Tono Lestari,Yogyakarta,2023-10-17,Member
P02929,Udin Puspita,Tangerang Selatan,2023-10-21,Reguler
P02930,Okta Nugroho,Jakarta Barat,2023-09-01,Reguler
P02931,Putri Gunawan,Bekasi,2025-08-07,Reguler
P02932,Adi Anggraini,Denpasar,2023-09-12,Reguler
P02933,Kirana Saputra,Makassar,2025-07-02,Reguler
P02934,Fajar Firmansyah,Makassar,2023-04-08,Premium
P02935,Kirana Gunawan,Yogyakarta,2023-04-02,Member
P02936,Lukman Santoso,Depok,2024-10-25,Reguler
P02937,Farah Saputra,Surabaya,2023-02-13,Reguler
P02938,Dian Halim,Jakarta Selatan,2025-03-27,Reguler
P02939,Zaki Maulana,Malang,2025-03-20,Member
P02940,Hesti Gunawan,Depok,2024-10-09,Member
P02941,Hesti Ramadhan,Semarang,2024-10-18,Reguler
P02942,Joko Pratama,Jakarta Selatan,2023-11-19,Reguler
P02943,Citra Puspita,Tangerang Selatan,2025-07-13,Reguler
P02944,Hana Hartono,Makassar,2024-05-28,Reguler
P02945,Maya Puspita,Makassar,2023-11-04,Reguler
P02946,Lukman Firmansyah,Surabaya,2023-08-07,Member
P02947,Kartika Anggraini,Bandung,2025-07-29,Reguler
P02948,Citra Firmansyah,Semarang,2025-03-27,Member
P02949,Tono Wijaya,Depok,2024-06-12,Reguler
P02950,Dewi Lestari,Semarang,2023-09-20,Premium
P02951,Dewi Anggraini,Bekasi,2023-02-17,Member
P02952,Eka Halim,Bekasi,2023-02-19,Reguler
P02953,Tono Setiawan,Tangerang Selatan,2025-09-20,Reguler
P02954,Rangga Gunawan,Bekasi,2025-07-11,Member
P02955,Okta Rahayu,Bandung,2024-09-11,Member
P02956,Oki Hartono,Jakarta Barat,2025-09-20,Reguler
P02957,Tono Halim,Bekasi,2025-09-08,Premium
P02958,Lukman Maulana,Surabaya,2025-01-10,Reguler
P02959,Indra Permana,Bekasi,2023-09-02,Reguler
P02960,Bayu Lestari,Jakarta Barat,2024-05-22,Reguler
P02961,Kirana Aditya,Yogyakarta,2024-09-27,Member
P02962,Dian Pratama,Bekasi,2023-07-03,Member
P02963,Putri Nugroho,Surabaya,2025-08-02,Reguler
P02964,Wahyu Aditya,Jakarta Barat,2023-12-09,Member
P02965,Bayu Anggraini,Jakarta Barat,2025-04-20,Member
P02966,Putri Suryani,Bekasi,2024-04-09,Reguler
P02967,Dewi Rahayu,Jakarta Selatan,2025-08-28,Reguler
P02968,Budi Puspita,Yogyakarta,2023-11-27,Reguler
P02969,Irfan Pratama,Jakarta Selatan,2024-08-17,Member
P02970,Dian Lestari,Jakarta Selatan,2025-01-23,Reguler
P02971,Joko Aditya,Surabaya,2023-01-29,Reguler
P02972,Eka Puspita,Bandung,2024-10-03,Reguler
P02973,Mila Halim,Jakarta Selatan,2025-07-08,Reguler
P02974,Joko Halim,Depok,2025-04-06,Reguler
P02975,Lestari Halim,Bandung,2023-03-31,Reguler
P02976,Gita Maulana,Denpasar,2024-06-05,Reguler
P02977,Dewi Ramadhan,Jakarta Selatan,2024-12-09,Reguler
P02978,Lukman Puspita,Semarang,2023-01-06,Member
P02979,Farah Santoso,Surabaya,2023-03-06,Reguler
P02980,Mila Santoso,Tangerang Selatan,2025-07-18,Member
P02981,Irfan Puspita,Jakarta Barat,2024-08-06,Reguler
P02982,Hesti Permana,Jakarta Selatan,2024-04-11,Reguler
P02983,Lestari Saputra,Yogyakarta,2024-11-03,Premium
P02984,Vina Kusuma,Jakarta Barat,2023-12-08,Member
P02985,Nanda Kusuma,Makassar,2023-10-09,Reguler
P02986,Kartika Anggraini,Jakarta Selatan,2024-07-05,Reguler
P02987,Wahyu Saputra,Semarang,2025-08-31,Reguler
P02988,Zaki Saputra,Jakarta Selatan,2023-07-16,Member
P02989,Lukman Santoso,Tangerang Selatan,2023-11-06,Reguler
P02990,Mila Suryani,Jakarta Barat,2024-05-06,Reguler
P02991,Sari Permana,Makassar,2025-03-29,Reguler
P02992,Vina Suryani,Bekasi,2025-09-06,Reguler
P02993,Sari Saputra,Jakarta Selatan,2023-06-09,Premium
P02994,Joko Halim,Jakarta Barat,2025-09-11,Member
P02995,Udin Saputra,Surabaya,2023-01-06,Premium
P02996,Kirana Wijaya,Tangerang Selatan,2024-09-14,Reguler
P02997,Eka Rahayu,Tangerang Selatan,2023-09-28,Member
P02998,Joko Firmansyah,Surabaya,2023-04-17,Premium
P02999,Oki Santoso,Bekasi,2025-08-29,Reguler
P03000,Lestari Permana,Bekasi,2025-04-06,Reguler
P03001,Irfan Gunawan,Bandung,2023-10-05,Member
P03002,Fajar Anggraini,Tangerang Selatan,2024-06-08,Member
P03003,Dian Kusuma,Semarang,2023-03-14,Member
P03004,Zaki Puspita,Tangerang Selatan,2025-04-05,Member
P03005,Udin Saputra,Surabaya,2024-04-17,Reguler
P03006,Nanda Rahayu,Tangerang Selatan,2024-03-28,Premium
P03007,Lukman Saputra,Jakarta Selatan,2023-02-09,Reguler
P03008,Putri Lestari,Bekasi,2024-10-03,Member
P03009,Jihan Santoso,Depok,2025-04-12,Member
P03010,Zaki Firmansyah,Malang,2023-02-02,Reguler
P03011,Mila Halim,Malang,2025-01-24,Member
P03012,Naufal Maulana,Surabaya,2025-05-04,Reguler
P03013,Mila Puspita,Jakarta Barat,2024-08-12,Reguler
P03014,Udin Santoso,Tangerang Selatan,2023-04-23,Premium
P03015,Kirana Saputra,Tangerang Selatan,2024-05-28,Reguler
P03016,Naufal Ramadhan,Bandung,2023-09-19,Premium
P03017,Tono Lestari,Yogyakarta,2024-07-30,Member
P03018,Gita Santoso,Jakarta Selatan,2025-01-02,Member
P03019,Okta Setiawan,Depok,2023-01-17,Premium
P03020,Citra Setiawan,Surabaya,2023-01-31,Reguler
P03021,Udin Setiawan,Jakarta Barat,2025-01-22,Reguler
P03022,Okta Lestari,Bekasi,2023-05-16,Reguler
P03023,Yanti Permana,Bekasi,2025-09-05,Premium
P03024,Dian Aditya,Malang,2023-03-11,Reguler
P03025,Jihan Firmansyah,Jakarta Selatan,2023-12-06,Member
P03026,Lestari Rahayu,Jakarta Selatan,2024-06-10,Member
P03027,Gita Firmansyah,Surabaya,2024-09-29,Reguler
P03028,Lestari Santoso,Denpasar,2025-01-07,Reguler
P03029,Okta Pratama,Makassar,2023-06-26,Reguler
P03030,Rangga Setiawan,Malang,2024-11-02,Premium
P03031,Budi Saputra,Malang,2025-09-20,Reguler
P03032,Farah Saputra,Semarang,2023-07-11,Member
P03033,Bayu Firmansyah,Jakarta Barat,2024-04-07,Member
P03034,Oki Wijaya,Malang,2023-12-09,Member
P03035,Sari Halim,Yogyakarta,2023-01-09,Reguler
P03036,Hana Gunawan,Semarang,2023-12-16,Reguler
P03037,Gita Halim,Jakarta Selatan,2024-10-23,Reguler
P03038,Lukman Lestari,Malang,2024-09-17,Reguler
P03039,Wahyu Halim,Jakarta Barat,2024-07-16,Member
P03040,Kartika Permana,Surabaya,2025-07-11,Member
P03041,Nanda Aditya,Bekasi,2023-04-28,Reguler
P03042,Zaki Firmansyah,Jakarta Barat,2025-05-27,Reguler
P03043,Lukman Lestari,Semarang,2023-09-07,Reguler
P03044,Oki Hartono,Depok,2024-03-14,Reguler
P03045,Lestari Saputra,Bandung,2024-09-26,Member
P03046,Kirana Firmansyah,Surabaya,2025-08-29,Member
P03047,Sari Ramadhan,Jakarta Selatan,2023-08-23,Member
P03048,Naufal Puspita,Surabaya,2024-10-15,Premium
P03049,Budi Wijaya,Bandung,2024-08-04,Premium
P03050,Zaki Suryani,Semarang,2025-05-12,Reguler
P03051,Hesti Suryani,Bandung,2024-03-19,Member
P03052,Galih Firmansyah,Jakarta Barat,2025-05-13,Reguler
P03053,Rangga Firmansyah,Bandung,2025-05-12,Member
P03054,Bayu Firmansyah,Surabaya,2023-11-18,Member
P03055,Mila Lestari,Depok,2024-05-03,Member
P03056,Sari Saputra,Semarang,2024-03-27,Reguler
P03057,Dian Puspita,Denpasar,2024-06-03,Reguler
P03058,Mila Saputra,Depok,2025-01-01,Reguler
P03059,Maya Wijaya,Jakarta Barat,2023-03-27,Member
P03060,Budi Aditya,Depok,2023-05-11,Reguler
P03061,Tono Puspita,Tangerang Selatan,2024-11-01,Reguler
P03062,Naufal Puspita,Bekasi,2025-05-20,Member
P03063,Farah Anggraini,Tangerang Selatan,2024-08-14,Reguler
P03064,Sari Maulana,Yogyakarta,2025-07-20,Reguler
P03065,Udin Pratama,Malang,2024-01-24,Reguler
P03066,Kartika Kusuma,Jakarta Selatan,2024-02-18,Reguler
P03067,Kartika Saputra,Makassar,2025-09-17,Reguler
P03068,Eka Pratama,Depok,2023-04-04,Member
P03069,Farah Kusuma,Semarang,2023-11-09,Reguler
P03070,Putri Halim,Bandung,2025-06-10,Reguler
P03071,Yanti Rahayu,Bandung,2023-05-01,Member
P03072,Dian Nugroho,Semarang,2025-08-28,Reguler
P03073,Budi Puspita,Makassar,2024-01-02,Reguler
P03074,Adi Santoso,Bandung,2023-03-03,Reguler
P03075,Lestari Kusuma,Jakarta Selatan,2023-11-16,Member
P03076,Adi Permana,Makassar,2025-06-12,Member
P03077,Hesti Anggraini,Malang,2025-05-28,Premium
P03078,Lestari Saputra,Tangerang Selatan,2023-09-10,Reguler
P03079,Irfan Aditya,Malang,2023-02-03,Member
P03080,Mila Ramadhan,Bekasi,2023-11-28,Reguler
P03081,Nanda Maulana,Makassar,2024-08-10,Reguler
P03082,Budi Firmansyah,Jakarta Barat,2023-01-13,Reguler
P03083,Eka Wijaya,Denpasar,2025-09-17,Reguler
P03084,Lestari Wijaya,Malang,2024-02-18,Reguler
P03085,Putri Santoso,Bekasi,2024-08-11,Reguler
P03086,Kirana Kusuma,Jakarta Selatan,2025-03-30,Reguler
P03087,Gita Halim,Denpasar,2025-05-13,Premium
P03088,Tono Puspita,Surabaya,2025-08-08,Reguler
P03089,Vina Santoso,Tangerang Selatan,2024-05-09,Reguler
P03090,Zaki Rahayu,Bandung,2023-02-18,Member
P03091,Irfan Kusuma,Malang,2024-11-26,Reguler
P03092,Zaki Maulana,Makassar,2024-02-22,Member
P03093,Oki Puspita,Jakarta Selatan,2024-03-14,Reguler
P03094,Eka Puspita,Bekasi,2024-02-09,Reguler
P03095,Kartika Wijaya,Jakarta Selatan,2024-08-04,Reguler
P03096,Eka Gunawan,Yogyakarta,2024-06-14,Member
P03097,Lukman Saputra,Jakarta Barat,2023-01-30,Member
P03098,Nanda Pratama,Depok,2024-06-01,Reguler
P03099,Dewi Kusuma,Jakarta Barat,2023-12-23,Member
P03100,Indra Kusuma,Surabaya,2024-02-04,Reguler
P03101,Bayu Rahayu,Depok,2023-02-17,Reguler
P03102,Dewi Kusuma,Surabaya,2024-09-26,Reguler
P03103,Joko Anggraini,Bekasi,2025-09-17,Reguler
P03104,Irfan Halim,Malang,2023-06-06,Member
P03105,Dian Gunawan,Malang,2025-01-30,Reguler
P03106,Farah Gunawan,Tangerang Selatan,2025-02-10,Reguler
P03107,Oki Ramadhan,Semarang,2025-08-06,Member
P03108,Maya Hartono,Surabaya,2024-08-28,Member
P03109,Bayu Lestari,Surabaya,2024-10-31,Reguler
P03110,Kartika Gunawan,Makassar,2024-03-28,Member
P03111,Putri Permana,Jakarta Selatan,2025-01-28,Member
P03112,Hana Setiawan,Bekasi,2023-10-14,Reguler
P03113,Oki Kusuma,Jakarta Selatan,2025-04-28,Member
P03114,Bayu Firmansyah,Bekasi,2024-06-07,Member
P03115,Tono Nugroho,Bandung,2023-09-21,Reguler
P03116,Lukman Anggraini,Surabaya,2023-12-14,Member
P03117,Eka Gunawan,Semarang,2025-07-05,Reguler
P03118,Rangga Nugroho,Yogyakarta,2023-05-27,Reguler
P03119,Wahyu Permana,Semarang,2023-12-01,Member
P03120,Maya Aditya,Jakarta Barat,2025-01-06,Reguler
P03121,Hesti Nugroho,Bandung,2024-03-30,Reguler
P03122,Zaki Saputra,Tangerang Selatan,2025-01-23,Reguler
P03123,Zaki Saputra,Bandung,2023-01-11,Reguler
P03124,Dian Pratama,Tangerang Selatan,2024-04-04,Reguler
P03125,Putri Santoso,Jakarta Selatan,2025-01-07,Reguler
P03126,Dian Halim,Surabaya,2023-01-16,Premium
P03127,Rangga Santoso,Depok,2025-06-21,Reguler
P03128,Lestari Hartono,Tangerang Selatan,2023-12-21,Reguler
P03129,Bayu Aditya,Bandung,2023-12-21,Reguler
P03130,Adi Aditya,Denpasar,2023-08-18,Reguler
P03131,Citra Setiawan,Jakarta Barat,2023-10-15,Member
P03132,Nanda Maulana,Surabaya,2023-03-04,Reguler
P03133,Jihan Permana,Surabaya,2023-10-06,Premium
P03134,Udin Saputra,Surabaya,2024-03-01,Member
P03135,Gita Rahayu,Depok,2024-11-26,Member
P03136,Nanda Wijaya,Bekasi,2023-11-13,Reguler
P03137,Joko Suryani,Surabaya,2023-03-07,Reguler
P03138,Fajar Puspita,Semarang,2024-10-01,Member
P03139,Okta Anggraini,Bekasi,2023-08-20,Reguler
P03140,Budi Pratama,Malang,2023-09-10,Member
P03141,Vina Kusuma,Bandung,2023-12-22,Reguler
P03142,Mila Maulana,Surabaya,2025-02-17,Member
P03143,Eka Gunawan,Malang,2025-08-20,Member
P03144,Irfan Hartono,Depok,2023-03-03,Member
P03145,Lestari Gunawan,Jakarta Barat,2023-08-28,Premium
P03146,Udin Maulana,Semarang,2024-03-12,Premium
P03147,Dewi Aditya,Depok,2023-02-17,Reguler
P03148,Mila Puspita,Malang,2023-01-23,Reguler
P03149,Gita Rahayu,Jakarta Selatan,2023-09-04,Reguler
P03150,Oki Lestari,Semarang,2023-03-16,Reguler
P03151,Kirana Kusuma,Tangerang Selatan,2024-08-29,Member
P03152,Putri Gunawan,Bandung,2023-03-21,Member
P03153,Irfan Saputra,Makassar,2024-03-19,Reguler
P03154,Hesti Firmansyah,Bandung,2025-09-18,Member
P03155,Zaki Hartono,Surabaya,2025-03-05,Reguler
P03156,Bayu Puspita,Bandung,2024-01-14,Premium
